            # q-path           omega(meV)         lw_diff(meV)          lambda_diff
            3.755400            19.513400         -5.72000e-04         -7.61500e-03
            3.787800            19.401100          1.55600e-03          2.09547e-02
            3.820300            19.295100          5.47000e-04          7.44780e-03
            3.852800            19.223500          1.48300e-03          2.03431e-02
            3.885200            19.194300          1.36000e-04          1.87120e-03
            3.917700            19.196000          2.50000e-04          3.43912e-03
            3.950200            19.211100          1.12000e-04          1.53830e-03
            3.982700            19.225800         -1.77000e-04         -2.42730e-03
            4.015100            19.231500          2.06000e-04          2.82340e-03
            4.047600            19.223100          2.12000e-04          2.90820e-03
            4.080100            19.198300          4.50000e-05          6.18900e-04
            4.112600            19.156400          1.56000e-04          2.15490e-03
            4.145000            19.097500         -3.96000e-04         -5.50390e-03
            4.177500            19.022700         -2.78000e-04         -3.89430e-03
            4.210000            18.933200          6.50000e-05          9.19200e-04
            4.242400            18.830600         -1.08000e-03         -1.54394e-02

            0.000000            28.548500         -2.59000e-04         -1.61090e-03
            0.025000            28.547200         -8.63000e-04         -5.36820e-03
            0.049900            28.543600         -7.10000e-04         -4.41740e-03
            0.074900            28.537400          7.00000e-05          4.35700e-04
            0.099800            28.528300         -3.32000e-04         -2.06780e-03
            0.124800            28.515700         -3.23000e-04         -2.01350e-03
            0.149800            28.499200         -2.48000e-04         -1.54780e-03
            0.174700            28.478100         -1.54000e-04         -9.62500e-04
            0.199700            28.451700         -2.70000e-05         -1.69100e-04
            0.224600            28.419300         -5.40000e-05         -3.39000e-04
            0.249600            28.380000          6.90000e-05          4.34300e-04
            0.274600            28.333100         -5.20000e-04         -3.28360e-03
            0.299500            28.277800         -8.10000e-05         -5.13500e-04
            0.324500            28.213200         -9.14000e-04         -5.82070e-03
            0.349400            28.138700         -9.90000e-05         -6.33800e-04
            0.374400            28.053600         -7.70000e-04         -4.96000e-03
            0.399300            27.957400          4.20000e-04          2.72400e-03
            0.424300            27.849800         -6.85000e-04         -4.47700e-03
            0.449300            27.730600         -2.34100e-03         -1.54320e-02
            0.474200            27.600000          4.70000e-04          3.12770e-03
            0.499200            27.458200          1.59000e-04          1.06900e-03
            0.524100            27.305800          8.79000e-04          5.97600e-03
            0.549100            27.143500         -9.84000e-04         -6.77000e-03
            0.574100            26.972500          7.11000e-04          4.95450e-03
            0.599000            26.793800          2.35000e-04          1.65930e-03
            0.624000            26.608800         -4.86000e-04         -3.48000e-03
            0.648900            26.418900          5.03000e-04          3.65270e-03
            0.673900            26.225500         -3.79000e-04         -2.79360e-03
            0.698900            26.030300          3.64000e-04          2.72290e-03
            0.723800            25.835000         -1.04000e-03         -7.89820e-03
            0.748800            25.641200          1.67500e-03          1.29138e-02
            0.773700            25.450800         -5.13000e-04         -4.01400e-03
            0.798700            25.265900         -2.12000e-04         -1.68340e-03
            0.823700            25.088400          1.69000e-04          1.36110e-03
            0.848600            24.921000          2.24000e-04          1.82830e-03
            0.873600            24.766000          5.77000e-04          4.76860e-03
            0.898500            24.626500          2.40000e-04          2.00610e-03
            0.923500            24.505400          1.28800e-03          1.08720e-02
            0.948400            24.405700          4.60000e-04          3.91470e-03
            0.973400            24.330000         -3.63000e-04         -3.10850e-03
            0.998400            24.280300          2.71000e-04          2.33010e-03
            1.007800            24.275400          2.47000e-04          2.12470e-03
            1.017200            24.271600          7.10000e-04          6.10970e-03
            1.026600            24.268700         -3.20000e-04         -2.75400e-03
            1.036000            24.266900          8.80000e-05          7.57500e-04
            1.045400            24.265900         -6.99000e-04         -6.01700e-03
            1.054800            24.265900         -1.59000e-04         -1.36880e-03
            1.064300            24.266600          9.48000e-04          8.16040e-03
            1.073700            24.268200          6.99000e-04          6.01670e-03
            1.083100            24.270400          3.09000e-04          2.65890e-03
            1.092500            24.273200          6.33000e-04          5.44610e-03
            1.101900            24.276600          6.51000e-04          5.59900e-03
            1.111300            24.280500          2.38000e-04          2.04590e-03
            1.120700            24.284800          1.15600e-03          9.93660e-03
            1.130200            24.289500          1.77000e-04          1.52080e-03
            1.139600            24.294400          3.50000e-04          3.00600e-03
            1.149000            24.299400          2.43000e-04          2.08610e-03
            1.158400            24.304600         -2.64000e-04         -2.26550e-03
            1.167800            24.309700         -7.46000e-04         -6.39900e-03
            1.177200            24.314800          3.70000e-05          3.17300e-04
            1.186600            24.319700         -6.00000e-05         -5.14300e-04
            1.196000            24.324400         -6.54000e-04         -5.60250e-03
            1.205500            24.328800          5.74000e-04          4.91590e-03
            1.214900            24.332900          1.09000e-04          9.33200e-04
            1.224300            24.336500          2.90000e-04          2.48202e-03
            1.233700            24.339700          2.59000e-04          2.21613e-03
            1.243100            24.342400          1.82000e-04          1.55700e-03
            1.252500            24.344500          1.77000e-04          1.51388e-03
            1.261900            24.346000          4.50000e-05          3.84800e-04
            1.271400            24.346900          3.91000e-04          3.34362e-03
            1.280800            24.347200          5.27000e-04          4.50655e-03
            1.287800            24.347100          3.24000e-04          2.77063e-03
            1.294900            24.346500          2.25000e-04          1.92419e-03
            1.302000            24.345700          2.60000e-04          2.22362e-03
            1.309000            24.344500          1.77000e-04          1.51388e-03
            1.316100            24.342900          8.20000e-05          7.01480e-04
            1.323100            24.341100          1.90000e-04          1.62554e-03
            1.330200            24.339000          2.83000e-04          2.42165e-03
            1.337300            24.336500          2.90000e-04          2.48202e-03
            1.344300            24.333800          7.25000e-04          6.20650e-03
            1.351400            24.330900          4.32000e-04          3.69914e-03
            1.358400            24.327800          5.85000e-04          5.01049e-03
            1.365500            24.324400         -6.54000e-04         -5.60250e-03
            1.372600            24.320900          2.09000e-04          1.79110e-03
            1.379600            24.317300         -4.51000e-04         -3.86630e-03
            1.386700            24.313500          6.96000e-04          5.96817e-03
            1.393700            24.309700         -7.46000e-04         -6.39900e-03
            1.400800            24.305900         -8.85000e-04         -7.59330e-03
            1.407900            24.302000          1.04300e-03          8.95240e-03
            1.414900            24.298200         -2.75000e-04         -2.36100e-03
            1.422000            24.294400          3.50000e-04          3.00600e-03
            1.429000            24.290700          6.09000e-04          5.23200e-03
            1.436100            24.287100          6.17000e-04          5.30180e-03
            1.443200            24.283700          1.01100e-03          8.69068e-03
            1.450200            24.280500          2.38000e-04          2.04590e-03
            1.457300            24.277600          3.58000e-04          3.07890e-03
            1.464300            24.274900          9.44000e-04          8.12053e-03
            1.471400            24.272500          9.07000e-04          7.80380e-03
            1.478500            24.270400          3.09000e-04          2.65890e-03
            1.485500            24.268600          3.08000e-04          2.65060e-03
            1.492600            24.267300          9.51000e-04          8.18597e-03
            1.499600            24.266400          6.22000e-04          5.35420e-03
            1.506700            24.265900         -1.59000e-04         -1.36880e-03
            1.513800            24.265800         -6.65000e-04         -5.72500e-03
            1.520800            24.266300         -7.65000e-04         -6.58540e-03
            1.527900            24.267300          9.60000e-05          8.26300e-04
            1.534900            24.268700         -3.20000e-04         -2.75400e-03
            1.542000            24.270800          7.67000e-04          6.59990e-03
            1.549100            24.273400          1.79000e-04          1.54000e-03
            1.556100            24.276500          3.68000e-04          3.16530e-03
            1.563200            24.280300          2.71000e-04          2.33010e-03
            1.584100            24.330300          9.22000e-04          7.89525e-03
            1.605100            24.404700         -1.02000e-04         -8.68100e-04
            1.626100            24.501100          2.34000e-04          1.97590e-03
            1.647000            24.616800          8.76000e-04          7.32800e-03
            1.668000            24.748900         -2.32400e-03         -1.92334e-02
            1.689000            24.894500         -1.18300e-03         -9.67590e-03
            1.709900            25.051100          1.11300e-03          8.99050e-03
            1.730900            25.216300         -1.73000e-04         -1.37920e-03
            1.751900            25.388000         -1.62100e-03         -1.27480e-02
            1.772800            25.564700          4.90000e-04          3.80060e-03
            1.793800            25.744800          1.13500e-03          8.68070e-03
            1.814800            25.927000         -3.33000e-04         -2.51100e-03
            1.835700            26.110300          1.31000e-03          9.73990e-03
            1.856700            26.293800         -6.46000e-04         -4.73700e-03
            1.877700            26.476700          7.90000e-04          5.71260e-03
            1.898600            26.658200          2.34500e-03          1.67264e-02
            1.919600            26.837700          7.06000e-04          4.96800e-03
            1.940500            27.014600         -4.45700e-03         -3.09580e-02
            1.961500            27.188400          9.44000e-04          6.47300e-03
            1.982500            27.358400          2.51800e-03          1.70527e-02
            2.003400            27.524200         -4.70000e-05         -3.14500e-04
            2.024400            27.685400         -6.00000e-05         -3.96800e-04
            2.045400            27.841200          1.47800e-03          9.66610e-03
            2.066300            27.991400          7.04000e-04          4.55460e-03
            2.087300            28.135400         -1.52500e-03         -9.76550e-03
            2.108300            28.272700          1.70000e-05          1.07800e-04
            2.129200            28.402900          1.99000e-04          1.25040e-03
            2.150200            28.525500         -1.90000e-05         -1.18300e-04
            2.171200            28.640100          6.06000e-04          3.74510e-03
            2.192100            28.746300          2.20000e-04          1.34960e-03
            2.213100            28.843600          4.10000e-04          2.49810e-03
            2.234100            28.931800          3.51000e-04          2.12560e-03
            2.255000            29.010400         -3.15000e-04         -1.89730e-03
            2.276000            29.079200          2.41000e-04          1.44470e-03
            2.297000            29.137800          0.00000e+00          0.00000e+00
            2.317900            29.186200         -2.30000e-05         -1.36830e-04
            2.338900            29.224000          3.81000e-04          2.26140e-03
            2.359800            29.251100         -6.23000e-04         -3.69090e-03
            2.380800            29.267400         -1.11000e-04         -6.56900e-04
            2.401800            29.272800         -3.20000e-05         -1.89300e-04
            2.415300            29.272300         -2.81000e-04         -1.66230e-03
            2.428900            29.270800         -2.68000e-04         -1.58560e-03
            2.442400            29.268200         -5.62000e-04         -3.32570e-03
            2.456000            29.264400         -1.57000e-04         -9.29300e-04
            2.469500            29.259400         -1.48100e-03         -8.76940e-03
            2.483000            29.253100         -2.17000e-04         -1.28540e-03
            2.496600            29.245400         -1.90000e-04         -1.12610e-03
            2.510100            29.236100         -5.32000e-04         -3.15510e-03
            2.523700            29.225300         -2.37000e-04         -1.40660e-03
            2.537200            29.212900         -6.55000e-04         -3.89070e-03
            2.550800            29.198800          4.40000e-05          2.61600e-04
            2.564300            29.183100          2.75000e-04          1.63680e-03
            2.577800            29.165800          6.70000e-05          3.99300e-04
            2.591400            29.146900         -3.00000e-05         -1.79000e-04
            2.604900            29.126600         -2.03000e-04         -1.21300e-03
            2.618500            29.104800          2.30000e-05          1.37600e-04
            2.632000            29.081600          4.72000e-04          2.82900e-03
            2.645600            29.057100         -1.19200e-03         -7.15630e-03
            2.659100            29.031400         -1.59300e-03         -9.58140e-03
            2.672600            29.004600         -1.64500e-03         -9.91170e-03
            2.686200            28.971000         -9.69000e-04         -5.85230e-03
            2.699700            28.936600          1.65000e-04          9.98850e-04
            2.713300            28.901700          2.10000e-05          1.27500e-04
            2.726800            28.866700         -2.50000e-05         -1.52100e-04
            2.740400            28.832100          8.50000e-05          5.18400e-04
            2.753900            28.798300          1.77000e-04          1.08180e-03
            2.767500            28.765600          2.87000e-04          1.75820e-03
            2.781000            28.734500          2.47000e-04          1.51640e-03
            2.794500            28.705200          1.13000e-04          6.95100e-04
            2.808100            28.678100          2.80000e-05          1.72600e-04
            2.821600            28.653300         -3.30000e-04         -2.03750e-03
            2.835200            28.631000          2.18000e-04          1.34810e-03
            2.848700            28.611400          4.80000e-05          2.97200e-04
            2.862300            28.594400         -2.16000e-04         -1.33910e-03
            2.875800            28.580200         -2.19000e-04         -1.35900e-03
            2.889300            28.568700          4.00000e-05          2.48400e-04
            2.902900            28.559800         -5.14000e-04         -3.19400e-03
            2.916400            28.553400         -1.16400e-03         -7.23700e-03
            2.930000            28.549700         -8.86000e-04         -5.51060e-03
            2.943500            28.548500         -2.59000e-04         -1.61090e-03
            2.976000            28.539600         -7.17000e-04         -4.46200e-03
            3.008500            28.513300          9.30000e-05          5.79900e-04
            3.040900            28.470100         -3.12000e-04         -1.95130e-03
            3.073400            28.411100         -1.89000e-04         -1.18695e-03
            3.105900            28.337200         -8.60000e-05         -5.42870e-04
            3.138400            28.249600         -6.80000e-05         -4.31940e-04
            3.170800            28.149400         -7.80000e-05         -4.98980e-04
            3.203300            28.037400         -5.10000e-05         -3.28870e-04
            3.235800            27.914600         -7.40000e-05         -4.81390e-04
            3.268300            27.782000          4.00000e-06          2.62700e-05
            3.300700            27.640500         -6.70000e-05         -4.44550e-04
            3.333200            27.491500          1.20000e-05          8.04800e-05
            3.365700            27.336600         -2.30000e-05         -1.56010e-04
            3.398100            27.178200         -2.15000e-04         -1.47547e-03
            3.430600            27.019200         -2.16000e-04         -1.49980e-03
            3.463100            26.863500         -4.60000e-05         -3.23100e-04
            3.495600            26.715500         -6.46000e-04         -4.58820e-03
            3.528000            26.580400         -6.08000e-04         -4.36220e-03
            3.560500            26.463100         -1.26200e-03         -9.13510e-03
            3.593000            26.367700         -1.02700e-03         -7.48760e-03
            3.625500            26.295900         -1.88000e-04         -1.37900e-03
            3.657900            26.247100          1.13400e-03          8.34450e-03
            3.690400            26.218100          1.24200e-03          9.15940e-03
            3.722900            26.205300          1.86100e-03          1.37370e-02
            3.755400            26.206200         -3.40000e-04         -2.50940e-03
            3.787800            26.220300         -6.10000e-05         -4.49800e-04
            3.820300            26.248900          1.24000e-04          9.12300e-04
            3.852800            26.294300         -8.57000e-04         -6.28330e-03
            3.885200            26.358900          1.11000e-04          8.09850e-04
            3.917700            26.444600         -2.40000e-05         -1.73970e-04
            3.950200            26.552000         -8.20000e-05         -5.89550e-04
            3.982700            26.681000         -8.70000e-05         -6.19530e-04
            4.015100            26.829900         -2.32000e-04         -1.63370e-03
            4.047600            26.996400          2.29000e-04          1.59282e-03
            4.080100            27.177400         -4.37000e-04         -2.99910e-03
            4.112600            27.369500         -3.79000e-04         -2.56470e-03
            4.145000            27.569100         -1.63000e-04         -1.08710e-03
            4.177500            27.772600          7.50000e-05          4.92940e-04
            4.210000            27.976900          2.20000e-05          1.42500e-04
            4.242400            28.179100         -2.70000e-04         -1.72362e-03

            0.000000            28.548500         -2.59000e-04         -1.61090e-03
            0.025000            28.547500         -8.63000e-04         -5.36840e-03
            0.049900            28.544400         -7.10000e-04         -4.41690e-03
            0.074900            28.539200          7.00000e-05          4.35600e-04
            0.099800            28.531700         -3.32000e-04         -2.06730e-03
            0.124800            28.521600         -3.23000e-04         -2.01270e-03
            0.149800            28.508900         -2.48000e-04         -1.54680e-03
            0.174700            28.493300         -2.66000e-04         -1.66080e-03
            0.199700            28.474900         -2.25000e-04         -1.40670e-03
            0.224600            28.453500         -3.54000e-04         -2.21650e-03
            0.249600            28.429400         -7.00000e-05         -4.39100e-04
            0.274600            28.402700         -2.22000e-04         -1.39490e-03
            0.299500            28.373900          4.50000e-05          2.83400e-04
            0.324500            28.343500         -4.52000e-04         -2.85210e-03
            0.349400            28.312000         -4.24000e-04         -2.68140e-03
            0.374400            28.280300         -2.44000e-04         -1.54650e-03
            0.399300            28.249000          2.94000e-04          1.86750e-03
            0.424300            28.218800          1.60000e-04          1.01850e-03
            0.449300            28.190600         -3.23000e-04         -2.06030e-03
            0.474200            28.165100         -5.74000e-04         -3.66790e-03
            0.499200            28.142800         -5.80000e-05         -3.71200e-04
            0.524100            28.124300         -1.61000e-04         -1.03180e-03
            0.549100            28.110000         -1.02100e-03         -6.54990e-03
            0.574100            28.100000          9.30000e-05          5.97100e-04
            0.599000            28.094400         -2.00000e-05         -1.28500e-04
            0.624000            28.092600          3.30000e-05          2.11960e-04
            0.648900            28.094200          8.00000e-05          5.13790e-04
            0.673900            28.097900          3.00000e-05          1.92620e-04
            0.698900            28.102200          4.50000e-05          2.88840e-04
            0.723800            28.105200          8.00000e-06          5.13400e-05
            0.748800            28.104500          6.60000e-05          4.23570e-04
            0.773700            28.097900         -8.10000e-05         -5.20080e-04
            0.798700            28.083200          3.50000e-05          2.24963e-04
            0.823700            28.059700          2.40000e-05          1.54520e-04
            0.848600            28.027700          1.70000e-05          1.09700e-04
            0.873600            27.988700         -5.00000e-06         -3.23600e-05
            0.898500            27.945000         -8.30000e-05         -5.38770e-04
            0.923500            27.899100         -1.81000e-04         -1.17880e-03
            0.948400            27.853400         -3.80000e-05         -2.48300e-04
            0.973400            27.809800         -3.11000e-04         -2.03840e-03
            0.998400            27.769800          1.46000e-04          9.59700e-04
            1.007800            27.765000          9.20000e-05          6.05000e-04
            1.017200            27.760200         -2.22000e-04         -1.46030e-03
            1.026600            27.755400          9.30000e-05          6.11900e-04
            1.036000            27.750500          1.21000e-04          7.96500e-04
            1.045400            27.745600          1.15000e-04          7.57300e-04
            1.054800            27.740700         -2.62000e-04         -1.72580e-03
            1.064300            27.735800          2.10000e-04          1.38380e-03
            1.073700            27.730900         -2.46000e-04         -1.62160e-03
            1.083100            27.726100          4.14000e-04          2.73000e-03
            1.092500            27.721400          2.31000e-04          1.52370e-03
            1.101900            27.716700          2.65000e-04          1.74860e-03
            1.111300            27.712100          3.74000e-04          2.46872e-03
            1.120700            27.707700          6.58000e-04          4.34466e-03
            1.130200            27.703300          4.75000e-04          3.13740e-03
            1.139600            27.699000          5.43000e-04          3.58763e-03
            1.149000            27.695000          7.08000e-04          4.67911e-03
            1.158400            27.691000          5.61000e-04          3.70868e-03
            1.167800            27.687300          3.77000e-04          2.49292e-03
            1.177200            27.683700          3.91000e-04          2.58620e-03
            1.186600            27.680400          7.86000e-04          5.20004e-03
            1.196000            27.677300          5.30000e-04          3.50710e-03
            1.205500            27.674500          1.04000e-04          6.88300e-04
            1.214900            27.672000          5.84000e-04          3.86597e-03
            1.224300            27.669700          4.30000e-04          2.84703e-03
            1.233700            27.667800          7.60000e-05          5.03260e-04
            1.243100            27.666200          1.97000e-04          1.30461e-03
            1.252500            27.664900         -1.02000e-04         -6.75590e-04
            1.261900            27.664000         -6.50000e-05         -4.30560e-04
            1.271400            27.663500          5.78000e-04          3.82865e-03
            1.280800            27.663300          5.28000e-04          3.49748e-03
            1.287800            27.663400          2.63000e-04          1.74206e-03
            1.294900            27.663700          1.37000e-04          9.07450e-04
            1.302000            27.664200          5.55000e-04          3.67610e-03
            1.309000            27.664900         -1.02000e-04         -6.75590e-04
            1.316100            27.665900          3.23000e-04          2.13918e-03
            1.323100            27.667000          3.61000e-04          2.39061e-03
            1.330200            27.668300          3.67000e-04          2.43018e-03
            1.337300            27.669700          4.30000e-04          2.84703e-03
            1.344300            27.671400          4.92000e-04          3.25710e-03
            1.351400            27.673200          1.55000e-04          1.02597e-03
            1.358400            27.675200          1.00000e-04          6.61800e-04
            1.365500            27.677300          5.30000e-04          3.50710e-03
            1.372600            27.679600          7.52000e-04          4.97541e-03
            1.379600            27.682000          5.13000e-04          3.39352e-03
            1.386700            27.684600          4.76000e-04          3.14823e-03
            1.393700            27.687300          3.77000e-04          2.49292e-03
            1.400800            27.690100          5.93000e-04          3.92043e-03
            1.407900            27.693000          8.09000e-04          5.34736e-03
            1.414900            27.696000          6.17000e-04          4.07738e-03
            1.422000            27.699000          5.43000e-04          3.58763e-03
            1.429000            27.702200          6.45000e-04          4.26052e-03
            1.436100            27.705500          4.65000e-04          3.07083e-03
            1.443200            27.708800          5.96000e-04          3.93501e-03
            1.450200            27.712100          3.74000e-04          2.46872e-03
            1.457300            27.715600          6.20000e-05          4.09200e-04
            1.464300            27.719100          4.22000e-04          2.78410e-03
            1.471400            27.722600          1.76000e-04          1.16090e-03
            1.478500            27.726100          4.14000e-04          2.73000e-03
            1.485500            27.729700         -1.89000e-04         -1.24600e-03
            1.492600            27.733400          2.54000e-04          1.67400e-03
            1.499600            27.737000         -2.34000e-04         -1.54180e-03
            1.506700            27.740700         -2.62000e-04         -1.72580e-03
            1.513800            27.744300          2.39000e-04          1.57395e-03
            1.520800            27.748000          5.70000e-05          3.75300e-04
            1.527900            27.751700         -4.82000e-04         -3.17240e-03
            1.534900            27.755400          9.30000e-05          6.11900e-04
            1.542000            27.759000         -8.10000e-05         -5.32900e-04
            1.549100            27.762600          2.40000e-05          1.57800e-04
            1.556100            27.766200          4.30000e-05          2.82700e-04
            1.563200            27.769800          1.46000e-04          9.59700e-04
            1.584100            27.809800         -4.11000e-04         -2.69390e-03
            1.605100            27.854100          1.80000e-04          1.17605e-03
            1.626100            27.901900         -2.35000e-04         -1.53010e-03
            1.647000            27.952200          6.60000e-05          4.28200e-04
            1.668000            28.003700         -2.50000e-05         -1.61560e-04
            1.689000            28.054900         -2.29000e-04         -1.47486e-03
            1.709900            28.103900         -2.70000e-05         -1.73290e-04
            1.730900            28.148400          8.10000e-05          5.18211e-04
            1.751900            28.186400          4.90000e-05          3.12640e-04
            1.772800            28.216300          3.70000e-05          2.35570e-04
            1.793800            28.237600          1.71000e-04          1.08711e-03
            1.814800            28.251200          5.40000e-05          3.43000e-04
            1.835700            28.258900         -6.06000e-04         -3.84680e-03
            1.856700            28.263500         -1.43700e-03         -9.11860e-03
            1.877700            28.267700          5.00000e-05          3.17200e-04
            1.898600            28.273700          2.15000e-04          1.36340e-03
            1.919600            28.283600          2.00000e-04          1.26740e-03
            1.940500            28.298500         -4.33700e-03         -2.74532e-02
            1.961500            28.319600         -1.11400e-03         -7.04140e-03
            1.982500            28.347200         -4.81000e-04         -3.03390e-03
            2.003400            28.381500         -3.72000e-04         -2.34100e-03
            2.024400            28.422400         -5.46000e-04         -3.42610e-03
            2.045400            28.469200          2.78000e-04          1.73870e-03
            2.066300            28.521600          1.69000e-04          1.05310e-03
            2.087300            28.578500         -4.59000e-04         -2.84880e-03
            2.108300            28.639000         -7.66000e-04         -4.73420e-03
            2.129200            28.702200          5.04000e-04          3.10121e-03
            2.150200            28.766800          6.05000e-04          3.70600e-03
            2.171200            28.831800          2.08000e-04          1.26840e-03
            2.192100            28.895900         -4.54000e-04         -2.75620e-03
            2.213100            28.958200         -1.15800e-03         -6.99970e-03
            2.234100            29.017400          1.86000e-04          1.11970e-03
            2.255000            29.072500          1.08000e-04          6.47700e-04
            2.276000            29.122500         -3.63000e-04         -2.16960e-03
            2.297000            29.166600          5.00000e-06          2.98000e-05
            2.317900            29.203800          3.14000e-04          1.86635e-03
            2.338900            29.233600          3.81000e-04          2.25990e-03
            2.359800            29.255200         -6.23000e-04         -3.68980e-03
            2.380800            29.268400         -1.11000e-04         -6.56800e-04
            2.401800            29.272800         -3.20000e-05         -1.89300e-04
            2.415300            29.272700         -2.81000e-04         -1.66230e-03
            2.428900            29.272100         -2.68000e-04         -1.58550e-03
            2.442400            29.271000         -5.62000e-04         -3.32500e-03
            2.456000            29.269200         -1.57000e-04         -9.28900e-04
            2.469500            29.266700         -1.48100e-03         -8.76480e-03
            2.483000            29.263100         -2.17000e-04         -1.28460e-03
            2.496600            29.258300         -1.90000e-04         -1.12500e-03
            2.510100            29.251900         -5.28000e-04         -3.12790e-03
            2.523700            29.243800         -2.12000e-04         -1.25660e-03
            2.537200            29.233600         -6.70000e-04         -3.97410e-03
            2.550800            29.221300         -1.24600e-03         -7.39680e-03
            2.564300            29.206700         -8.52000e-04         -5.06300e-03
            2.577800            29.189600         -4.22000e-04         -2.51070e-03
            2.591400            29.170000         -8.40000e-05         -5.00400e-04
            2.604900            29.147900          2.40000e-05          1.43200e-04
            2.618500            29.123400         -1.28000e-04         -7.65000e-04
            2.632000            29.096600         -6.20000e-05         -3.71200e-04
            2.645600            29.067700         -1.19200e-03         -7.15140e-03
            2.659100            29.036900         -1.59300e-03         -9.57690e-03
            2.672600            29.004600         -1.64500e-03         -9.91170e-03
            2.686200            28.976700         -9.69000e-04         -5.85000e-03
            2.699700            28.947900          1.65000e-04          9.98080e-04
            2.713300            28.918400          1.60000e-05          9.70000e-05
            2.726800            28.888200         -1.19000e-04         -7.22820e-04
            2.740400            28.857700          6.50000e-05          3.95650e-04
            2.753900            28.827000          1.25000e-04          7.62500e-04
            2.767500            28.796300          1.51000e-04          9.23000e-04
            2.781000            28.766100          1.38000e-04          8.45400e-04
            2.794500            28.736500          8.10000e-05          4.97200e-04
            2.808100            28.708000          3.10000e-05          1.90700e-04
            2.821600            28.680800         -3.09000e-04         -1.90420e-03
            2.835200            28.655300          7.70000e-05          4.75400e-04
            2.848700            28.631800          3.50000e-05          2.16400e-04
            2.862300            28.610700         -3.46000e-04         -2.14270e-03
            2.875800            28.592300         -2.19000e-04         -1.35790e-03
            2.889300            28.576900          4.00000e-05          2.48300e-04
            2.902900            28.564600         -5.14000e-04         -3.19300e-03
            2.916400            28.555700         -1.16400e-03         -7.23600e-03
            2.930000            28.550300         -8.86000e-04         -5.50990e-03
            2.943500            28.548500         -2.59000e-04         -1.61090e-03
            2.976000            28.542300         -7.17000e-04         -4.46100e-03
            3.008500            28.524000          9.30000e-05          5.79400e-04
            3.040900            28.494100         -2.88000e-04         -1.79810e-03
            3.073400            28.453600         -4.72000e-04         -2.95520e-03
            3.105900            28.404200         -1.43000e-04         -8.98500e-04
            3.138400            28.347900         -1.97000e-04         -1.24264e-03
            3.170800            28.287900         -1.81000e-04         -1.14662e-03
            3.203300            28.227900         -8.30000e-05         -5.28020e-04
            3.235800            28.172200         -7.00000e-06         -4.47100e-05
            3.268300            28.126200         -5.00000e-06         -3.20400e-05
            3.300700            28.095100         -5.50000e-05         -3.53210e-04
            3.333200            28.084500         -1.10000e-05         -7.06900e-05
            3.365700            28.099100         -6.20000e-05         -3.98050e-04
            3.398100            28.142200         -1.85000e-04         -1.18407e-03
            3.430600            28.215700         -3.40000e-05         -2.16490e-04
            3.463100            28.319300         -8.50000e-05         -5.37270e-04
            3.495600            28.450700         -2.20000e-04         -1.37770e-03
            3.528000            28.606100         -2.87000e-04         -1.77780e-03
            3.560500            28.780500         -4.20000e-04         -2.57030e-03
            3.593000            28.906100          8.00000e-06          4.85300e-05
            3.625500            28.869700         -5.62000e-04         -3.41810e-03
            3.657900            28.870900          2.93000e-04          1.78186e-03
            3.690400            28.912100         -4.00000e-06         -2.43000e-05
            3.722900            28.992600          9.05000e-04          5.45758e-03
            3.755400            29.107700         -1.48000e-04         -8.85500e-04
            3.787800            29.250200          4.43000e-04          2.62472e-03
            3.820300            29.411700          1.00000e-04          5.85990e-04
            3.852800            29.584100         -4.70000e-05         -2.72220e-04
            3.885200            29.759900         -5.30000e-05         -3.03350e-04
            3.917700            29.768100         -9.67000e-04         -5.53160e-03
            3.950200            29.653200         -5.40000e-04         -3.11300e-03
            3.982700            29.527900          1.82000e-04          1.05813e-03
            4.015100            29.392700         -1.40000e-05         -8.21400e-05
            4.047600            29.247400          7.20000e-05          4.26630e-04
            4.080100            29.092100         -7.57000e-04         -4.53390e-03
            4.112600            28.926900         -4.00000e-06         -2.42000e-05
            4.145000            28.752100         -1.28600e-03         -7.88560e-03
            4.177500            28.568400          1.78000e-04          1.10557e-03
            4.210000            28.376900         -2.18000e-04         -1.37230e-03
            4.242400            28.179100         -2.70000e-04         -1.72362e-03

            0.000000            30.549100          2.90000e-05          1.57520e-04
            0.025000            30.547700          5.77000e-04          3.13400e-03
            0.049900            30.543800         -2.44900e-03         -1.33070e-02
            0.074900            30.537700         -1.51100e-03         -8.21400e-03
            0.099800            30.529800         -1.72500e-03         -9.38100e-03
            0.124800            30.520400         -1.51300e-03         -8.23380e-03
            0.149800            30.509400         -3.81000e-04         -2.07490e-03
            0.174700            30.496800          1.21000e-04          6.59400e-04
            0.199700            30.482300         -6.77000e-04         -3.69340e-03
            0.224600            30.465500         -1.20000e-04         -6.55400e-04
            0.249600            30.446000          6.30000e-05          3.44600e-04
            0.274600            30.423300         -3.50000e-05         -1.91700e-04
            0.299500            30.397000          2.60000e-05          1.42600e-04
            0.324500            30.366800         -7.49000e-04         -4.11780e-03
            0.349400            30.332300         -7.62000e-04         -4.19850e-03
            0.374400            30.293300          3.16000e-04          1.74550e-03
            0.399300            30.249500         -3.22000e-04         -1.78380e-03
            0.424300            30.201000         -2.64000e-04         -1.46720e-03
            0.449300            30.147600         -3.83000e-04         -2.13610e-03
            0.474200            30.089400         -4.43000e-04         -2.48030e-03
            0.499200            30.026400          6.20000e-05          3.48600e-04
