  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda

    0.0000    28.5485      4.3800e-04           2.9827e-01      2.7242e-03
    0.0250    28.5472      2.4290e-03           2.9430e-01      1.5109e-02
    0.0499    28.5436      2.0700e-03           2.9042e-01      1.2879e-02
    0.0749    28.5374      8.1000e-04           2.8824e-01      5.0418e-03
    0.0998    28.5283      9.2200e-04           2.8651e-01      5.7426e-03
    0.1248    28.5157      7.9700e-04           2.8560e-01      4.9684e-03
    0.1498    28.4992      6.3100e-04           2.8541e-01      3.9382e-03
    0.1747    28.4781      4.0300e-04           2.8531e-01      2.5189e-03
    0.1997    28.4517      2.7400e-04           2.8727e-01      1.7158e-03
    0.2246    28.4193      3.3100e-04           2.8840e-01      2.0775e-03
    0.2496    28.3800      1.9100e-04           2.9163e-01      1.2021e-03
    0.2746    28.3331      8.7800e-04           2.9396e-01      5.5442e-03
    0.2995    28.2778      5.8100e-04           2.9745e-01      3.6831e-03
    0.3245    28.2132      1.9790e-03           2.9968e-01      1.2603e-02
    0.3494    28.1387      1.2470e-03           3.0327e-01      7.9834e-03
    0.3744    28.0536      3.2290e-03           3.0599e-01      2.0798e-02
    0.3993    27.9574      1.9210e-03           3.0903e-01      1.2458e-02
    0.4243    27.8498      3.5490e-03           3.1150e-01      2.3195e-02
    0.4493    27.7306      4.3640e-03           3.1389e-01      2.8767e-02
    0.4742    27.6000      1.1220e-03           3.1610e-01      7.4663e-03
    0.4992    27.4582      1.5150e-03           3.1735e-01      1.0186e-02
    0.5241    27.3058      1.0380e-03           3.1885e-01      7.0570e-03
    0.5491    27.1435      3.0220e-03           3.2004e-01      2.0792e-02
    0.5741    26.9725      7.2600e-04           3.2076e-01      5.0585e-03
    0.5990    26.7938      1.0870e-03           3.2003e-01      7.6752e-03
    0.6240    26.6088      2.2940e-03           3.2022e-01      1.6424e-02
    0.6489    26.4189      1.3410e-03           3.1867e-01      9.7393e-03
    0.6739    26.2255      1.5010e-03           3.1760e-01      1.1063e-02
    0.6989    26.0303      1.1140e-03           3.1551e-01      8.3341e-03
    0.7238    25.8350      2.0300e-03           3.1301e-01      1.5417e-02
    0.7488    25.6412      6.5000e-05           3.1041e-01      5.0115e-04
    0.7737    25.4508      1.9790e-03           3.0691e-01      1.5487e-02
    0.7987    25.2659      1.1570e-03           3.0355e-01      9.1874e-03
    0.8237    25.0884      9.1100e-04           2.9986e-01      7.3367e-03
    0.8486    24.9210      5.7300e-04           2.9600e-01      4.6769e-03
    0.8736    24.7660      2.8000e-04           2.9142e-01      2.3141e-03
    0.8985    24.6265      4.0300e-04           2.8783e-01      3.3684e-03
    0.9235    24.5054      1.6100e-04           2.8368e-01      1.3590e-03
    0.9484    24.4057      6.6300e-04           2.8042e-01      5.6424e-03
    0.9734    24.3300      1.0650e-03           2.7718e-01      9.1200e-03
    0.9984    24.2803      2.2800e-04           2.7489e-01      1.9605e-03
    1.0078    24.2754      5.2000e-04           2.7479e-01      4.4730e-03
    1.0172    24.2716      4.9000e-04           2.7459e-01      4.2163e-03
    1.0266    24.2687      1.6340e-03           2.7445e-01      1.4063e-02
    1.0360    24.2669      9.6800e-04           2.7437e-01      8.3325e-03
    1.0454    24.2659      1.8960e-03           2.7426e-01      1.6322e-02
    1.0548    24.2659      1.1600e-03           2.7407e-01      9.9861e-03
    1.0643    24.2666      5.0900e-04           2.7419e-01      4.3816e-03
    1.0737    24.2682      6.9400e-04           2.7408e-01      5.9733e-03
    1.0831    24.2704      9.6800e-04           2.7413e-01      8.3301e-03
    1.0925    24.2732      1.8400e-04           2.7407e-01      1.5830e-03
    1.1019    24.2766      5.3400e-04           2.7416e-01      4.5930e-03
    1.1113    24.2805      1.0430e-03           2.7417e-01      8.9681e-03
    1.1207    24.2848      2.0400e-04           2.7454e-01      1.7534e-03
    1.1302    24.2895      9.6700e-04           2.7469e-01      8.3084e-03
    1.1396    24.2944      5.4500e-04           2.7458e-01      4.6807e-03
    1.1490    24.2994      6.2200e-04           2.7483e-01      5.3399e-03
    1.1584    24.3046      7.5600e-04           2.7522e-01      6.4875e-03
    1.1678    24.3097      1.9870e-03           2.7556e-01      1.7044e-02
    1.1772    24.3148      5.7400e-04           2.7571e-01      4.9215e-03
    1.1866    24.3197      1.2020e-03           2.7594e-01      1.0302e-02
    1.1960    24.3244      1.4850e-03           2.7627e-01      1.2722e-02
    1.2055    24.3288      9.8000e-05           2.7636e-01      8.3930e-04
    1.2149    24.3329      4.8900e-04           2.7652e-01      4.1865e-03
    1.2243    24.3365      3.2000e-05           2.7671e-01      2.7388e-04
    1.2337    24.3397      1.9000e-05           2.7669e-01      1.6257e-04
    1.2431    24.3424      2.2000e-05           2.7676e-01      1.8820e-04
    1.2525    24.3445      8.5000e-05           2.7672e-01      7.2702e-04
    1.2619    24.3460      2.6800e-04           2.7674e-01      2.2920e-03
    1.2714    24.3469      8.5000e-05           2.7697e-01      7.2688e-04
    1.2808    24.3472      4.0000e-05           2.7719e-01      3.4205e-04
    1.2878    24.3471      5.0000e-05           2.7711e-01      4.2757e-04
    1.2949    24.3465      8.7000e-05           2.7677e-01      7.4401e-04
    1.3020    24.3457      7.8000e-05           2.7675e-01      6.6708e-04
    1.3090    24.3445      8.5000e-05           2.7672e-01      7.2702e-04
    1.3161    24.3429      6.3000e-05           2.7671e-01      5.3892e-04
    1.3231    24.3411      7.3000e-05           2.7674e-01      6.2456e-04
    1.3302    24.3390      5.7000e-05           2.7664e-01      4.8775e-04
    1.3373    24.3365      3.2000e-05           2.7671e-01      2.7388e-04
    1.3443    24.3338      8.9000e-05           2.7654e-01      7.6190e-04
    1.3514    24.3309      2.8000e-05           2.7634e-01      2.3976e-04
    1.3584    24.3278      1.1100e-04           2.7624e-01      9.5071e-04
    1.3655    24.3244      1.4850e-03           2.7627e-01      1.2722e-02
    1.3726    24.3209      4.5400e-04           2.7602e-01      3.8907e-03
    1.3796    24.3173      1.3940e-03           2.7584e-01      1.1950e-02
    1.3867    24.3135      5.9000e-05           2.7559e-01      5.0593e-04
    1.3937    24.3097      1.9870e-03           2.7556e-01      1.7044e-02
    1.4008    24.3059      1.6340e-03           2.7526e-01      1.4020e-02
    1.4079    24.3020      5.5500e-04           2.7506e-01      4.7636e-03
    1.4149    24.2982      1.4620e-03           2.7475e-01      1.2552e-02
    1.4220    24.2944      5.4500e-04           2.7458e-01      4.6807e-03
    1.4290    24.2907      3.0600e-04           2.7462e-01      2.6289e-03
    1.4361    24.2871      6.6400e-04           2.7469e-01      5.7062e-03
    1.4432    24.2837      9.6000e-05           2.7453e-01      8.2522e-04
    1.4502    24.2805      1.0430e-03           2.7417e-01      8.9681e-03
    1.4573    24.2776      5.1200e-04           2.7422e-01      4.4034e-03
    1.4643    24.2749      7.2000e-05           2.7393e-01      6.1937e-04
    1.4714    24.2725      2.1800e-04           2.7391e-01      1.8757e-03
    1.4785    24.2704      9.6800e-04           2.7413e-01      8.3301e-03
    1.4855    24.2686      1.0010e-03           2.7403e-01      8.6154e-03
    1.4926    24.2673      8.2000e-05           2.7419e-01      7.0583e-04
    1.4996    24.2664      5.8000e-04           2.7406e-01      4.9928e-03
    1.5067    24.2659      1.1600e-03           2.7407e-01      9.9861e-03
    1.5138    24.2658      1.8310e-03           2.7422e-01      1.5763e-02
    1.5208    24.2663      1.6980e-03           2.7429e-01      1.4617e-02
    1.5279    24.2673      9.4600e-04           2.7434e-01      8.1429e-03
    1.5349    24.2687      1.6340e-03           2.7445e-01      1.4063e-02
    1.5420    24.2708      5.9000e-04           2.7455e-01      5.0771e-03
    1.5491    24.2734      1.2550e-03           2.7473e-01      1.0797e-02
    1.5561    24.2765      1.8600e-04           2.7474e-01      1.5998e-03
    1.5632    24.2803      2.2800e-04           2.7489e-01      1.9605e-03
    1.5841    24.3303      5.3000e-05           2.7715e-01      4.5385e-04
    1.6051    24.4047      8.1800e-04           2.8032e-01      6.9620e-03
    1.6261    24.5011      3.5200e-04           2.8335e-01      2.9724e-03
    1.6470    24.6168      3.2600e-04           2.8759e-01      2.7270e-03
    1.6680    24.7489      3.3770e-03           2.9151e-01      2.7948e-02
    1.6890    24.8945      1.6960e-03           2.9560e-01      1.3872e-02
    1.7099    25.0511      3.2900e-04           2.9918e-01      2.6575e-03
    1.7309    25.2163      1.2000e-03           3.0306e-01      9.5664e-03
    1.7519    25.3880      3.4920e-03           3.0624e-01      2.7463e-02
    1.7728    25.5647      7.0700e-04           3.0966e-01      5.4836e-03
    1.7938    25.7448      2.5500e-04           3.1232e-01      1.9503e-03
    1.8148    25.9270      2.1490e-03           3.1436e-01      1.6205e-02
    1.8357    26.1103      3.6300e-04           3.1601e-01      2.6991e-03
    1.8567    26.2938      2.7130e-03           3.1664e-01      1.9892e-02
    1.8777    26.4767      4.2300e-04           3.1725e-01      3.0587e-03
    1.8986    26.6582      1.1630e-03           3.1695e-01      8.2956e-03
    1.9196    26.8377      2.5770e-03           3.1696e-01      1.8137e-02
    1.9405    27.0146      7.3770e-03           3.1571e-01      5.1240e-02
    1.9615    27.1884      1.6980e-03           3.1427e-01      1.1644e-02
    1.9825    27.3584      1.4710e-03           3.1175e-01      9.9623e-03
    2.0034    27.5242      1.3930e-03           3.0967e-01      9.3208e-03
    2.0244    27.6854      1.4170e-03           3.0666e-01      9.3713e-03
    2.0454    27.8412      2.5000e-04           3.0338e-01      1.6349e-03
    2.0663    27.9914      2.2100e-04           3.0015e-01      1.4298e-03
    2.0873    28.1354      2.3340e-03           2.9597e-01      1.4946e-02
    2.1083    28.2727      5.4400e-04           2.9237e-01      3.4498e-03
    2.1292    28.4029      3.4700e-04           2.8810e-01      2.1804e-03
    2.1502    28.5255      5.7400e-04           2.8428e-01      3.5758e-03
    2.1712    28.6401      3.5100e-04           2.7941e-01      2.1691e-03
    2.1921    28.7463      4.5500e-04           2.7571e-01      2.7911e-03
    2.2131    28.8436      2.4900e-04           2.7149e-01      1.5172e-03
    2.2341    28.9318      1.9800e-04           2.6793e-01      1.1991e-03
    2.2550    29.0104      9.1200e-04           2.6399e-01      5.4931e-03
    2.2760    29.0792      2.0100e-04           2.6072e-01      1.2049e-03
    2.2970    29.1378      1.4700e-04           2.5800e-01      8.7768e-04
    2.3179    29.1862      1.7800e-04           2.5523e-01      1.0592e-03
    2.3389    29.2240      4.4700e-04           2.5413e-01      2.6531e-03
    2.3598    29.2511      8.1900e-04           2.5196e-01      4.8521e-03
    2.3808    29.2674      3.4100e-04           2.5115e-01      2.0180e-03
    2.4018    29.2728      2.1600e-04           2.5079e-01      1.2778e-03
    2.4153    29.2723      5.2500e-04           2.5039e-01      3.1058e-03
    2.4289    29.2708      4.7000e-04           2.5079e-01      2.7807e-03
    2.4424    29.2682      1.0390e-03           2.5039e-01      6.1483e-03
    2.4560    29.2644      6.0500e-04           2.5082e-01      3.5810e-03
    2.4695    29.2594      1.9550e-03           2.5045e-01      1.1576e-02
    2.4830    29.2531      7.2400e-04           2.5094e-01      4.2887e-03
    2.4966    29.2454      5.8300e-04           2.5061e-01      3.4553e-03
    2.5101    29.2361      8.1500e-04           2.5153e-01      4.8334e-03
    2.5237    29.2253      7.2000e-04           2.5129e-01      4.2731e-03
    2.5372    29.2129      1.0590e-03           2.5210e-01      6.2904e-03
    2.5508    29.1988      4.7700e-04           2.5206e-01      2.8361e-03
    2.5643    29.1831      3.7700e-04           2.5308e-01      2.2439e-03
    2.5778    29.1658      5.1400e-04           2.5327e-01      3.0630e-03
    2.5914    29.1469      7.8200e-04           2.5441e-01      4.6661e-03
    2.6049    29.1266      5.4400e-04           2.5485e-01      3.2505e-03
    2.6185    29.1048      5.0500e-04           2.5613e-01      3.0220e-03
    2.6320    29.0816      2.3800e-04           2.5686e-01      1.4265e-03
    2.6456    29.0571      1.9060e-03           2.5824e-01      1.1443e-02
    2.6591    29.0314      2.2590e-03           2.5913e-01      1.3587e-02
    2.6726    29.0046      2.2060e-03           2.6077e-01      1.3292e-02
    2.6862    28.9710      1.4070e-03           2.6167e-01      8.4976e-03
    2.6997    28.9366      1.5300e-04           2.6331e-01      9.2625e-04
    2.7133    28.9017      3.0100e-04           2.6381e-01      1.8266e-03
    2.7268    28.8667      2.4600e-04           2.6557e-01      1.4965e-03
    2.7404    28.8321      1.7000e-04           2.6650e-01      1.0366e-03
    2.7539    28.7983      2.1900e-04           2.6842e-01      1.3386e-03
    2.7675    28.7656      2.5400e-04           2.6952e-01      1.5560e-03
    2.7810    28.7345      1.8600e-04           2.7161e-01      1.1419e-03
    2.7945    28.7052      2.7300e-04           2.7326e-01      1.6795e-03
    2.8081    28.6781      3.6500e-04           2.7563e-01      2.2497e-03
    2.8216    28.6533      7.9100e-04           2.7742e-01      4.8838e-03
    2.8352    28.6310      2.9500e-04           2.7987e-01      1.8242e-03
    2.8487    28.6114      4.9100e-04           2.8188e-01      3.0404e-03
    2.8623    28.5944      9.3700e-04           2.8460e-01      5.8091e-03
    2.8758    28.5802      1.0370e-03           2.8716e-01      6.4354e-03
    2.8893    28.5687      1.2080e-03           2.8985e-01      7.5027e-03
    2.9029    28.5598      2.5590e-03           2.9188e-01      1.5903e-02
    2.9164    28.5534      3.1460e-03           2.9434e-01      1.9560e-02
    2.9300    28.5497      2.1980e-03           2.9610e-01      1.3670e-02
    2.9435    28.5485      4.3800e-04           2.9827e-01      2.7242e-03
    2.9760    28.5396      2.4030e-03           2.9355e-01      1.4955e-02
    3.0085    28.5133      6.4600e-04           2.9219e-01      4.0278e-03
    3.0409    28.4701      8.6900e-04           2.9966e-01      5.4347e-03
    3.0734    28.4111      3.4600e-04           3.0753e-01      2.1729e-03
    3.1059    28.3372      1.7500e-04           3.1629e-01      1.1047e-03
    3.1384    28.2496      1.3800e-04           3.2664e-01      8.7657e-04
    3.1708    28.1494      1.0800e-04           3.3673e-01      6.9090e-04
    3.2033    28.0374      7.4000e-05           3.4685e-01      4.7718e-04
    3.2358    27.9146      9.6000e-05           3.5543e-01      6.2451e-04
    3.2683    27.7820      1.8000e-05           3.6365e-01      1.1822e-04
    3.3007    27.6405      1.0400e-04           3.6958e-01      6.9004e-04
    3.3332    27.4915      2.4000e-05           3.7481e-01      1.6097e-04
    3.3657    27.3366      7.7000e-05           3.7745e-01      5.2231e-04
    3.3981    27.1782      2.8900e-04           3.7894e-01      1.9833e-03
    3.4306    27.0192      3.7000e-04           3.7717e-01      2.5691e-03
    3.4631    26.8635      2.1500e-04           3.7405e-01      1.5102e-03
    3.4956    26.7155      9.1600e-04           3.6712e-01      6.5058e-03
    3.5280    26.5804      9.3700e-04           3.5883e-01      6.7227e-03
    3.5605    26.4631      1.7230e-03           3.4698e-01      1.2472e-02
    3.5930    26.3677      1.6540e-03           3.3447e-01      1.2059e-02
    3.6255    26.2959      1.8670e-03           3.2063e-01      1.3687e-02
    3.6579    26.2471      1.2050e-03           3.0868e-01      8.8665e-03
    3.6904    26.2181      6.4000e-04           2.9805e-01      4.7196e-03
    3.7229    26.2053      2.1000e-05           2.9138e-01      1.5501e-04
    3.7554    26.2062      1.4410e-03           2.8678e-01      1.0636e-02
    3.7878    26.2203      5.3800e-04           2.8559e-01      3.9668e-03
    3.8203    26.2489      1.5900e-04           2.8503e-01      1.1698e-03
    3.8528    26.2943      1.0490e-03           2.8658e-01      7.6910e-03
    3.8852    26.3589      3.5000e-05           2.8748e-01      2.5535e-04
    3.9177    26.4446      1.1700e-04           2.8959e-01      8.4809e-04
    3.9502    26.5520      2.1900e-04           2.9052e-01      1.5746e-03
    3.9827    26.6810      2.0100e-04           2.9285e-01      1.4313e-03
    4.0151    26.8299      4.0500e-04           2.9411e-01      2.8520e-03
    4.0476    26.9964      3.4000e-05           2.9722e-01      2.3648e-04
    4.0801    27.1774      7.9100e-04           2.9936e-01      5.4286e-03
    4.1126    27.3695      6.8800e-04           3.0337e-01      4.6557e-03
    4.1450    27.5691      5.1200e-04           3.0627e-01      3.4147e-03
    4.1775    27.7726      1.3700e-04           3.1079e-01      9.0036e-04
    4.2100    27.9769      3.0100e-04           3.1412e-01      1.9494e-03
    4.2424    28.1791      4.1900e-04           3.1887e-01      2.6748e-03

    0.0000    28.5485      4.3800e-04           2.9827e-01      2.7242e-03
    0.0250    28.5475      2.4290e-03           2.9430e-01      1.5109e-02
    0.0499    28.5444      2.0700e-03           2.9042e-01      1.2878e-02
    0.0749    28.5392      8.1000e-04           2.8824e-01      5.0412e-03
    0.0998    28.5317      9.2200e-04           2.8651e-01      5.7412e-03
    0.1248    28.5216      7.9700e-04           2.8560e-01      4.9664e-03
    0.1498    28.5089      6.3100e-04           2.8541e-01      3.9355e-03
    0.1747    28.4933      6.5000e-04           2.8626e-01      4.0584e-03
    0.1997    28.4749      5.8200e-04           2.8742e-01      3.6386e-03
    0.2246    28.4535      6.7400e-04           2.8753e-01      4.2201e-03
    0.2496    28.4294      3.8100e-04           2.8895e-01      2.3896e-03
    0.2746    28.4027      5.4100e-04           2.8957e-01      3.3994e-03
    0.2995    28.3739      4.3600e-04           2.9041e-01      2.7452e-03
    0.3245    28.3435      9.0500e-04           2.9040e-01      5.7105e-03
    0.3494    28.3120      1.1270e-03           2.9086e-01      7.1271e-03
    0.3744    28.2803      8.3800e-04           2.9052e-01      5.3114e-03
    0.3993    28.2490      8.5800e-04           2.9026e-01      5.4502e-03
    0.4243    28.2188      6.5600e-04           2.8941e-01      4.1760e-03
    0.4493    28.1906      9.7900e-04           2.8854e-01      6.2446e-03
    0.4742    28.1651      1.4770e-03           2.8741e-01      9.4382e-03
    0.4992    28.1428      5.9100e-04           2.8586e-01      3.7825e-03
    0.5241    28.1243      5.9400e-04           2.8415e-01      3.8067e-03
    0.5491    28.1100      1.4260e-03           2.8268e-01      9.1480e-03
    0.5741    28.1000      2.0500e-04           2.8025e-01      1.3160e-03
    0.5990    28.0944      1.9700e-04           2.7729e-01      1.2652e-03
    0.6240    28.0926      8.7000e-05           2.7432e-01      5.5881e-04
    0.6489    28.0942      4.2000e-05           2.7065e-01      2.6974e-04
    0.6739    28.0979      3.0000e-05           2.6716e-01      1.9262e-04
    0.6989    28.1022      1.7000e-05           2.6359e-01      1.0912e-04
    0.7238    28.1052      2.2000e-05           2.6018e-01      1.4118e-04
    0.7488    28.1045      3.0000e-05           2.5737e-01      1.9253e-04
    0.7737    28.0979      1.4500e-04           2.5526e-01      9.3100e-04
    0.7987    28.0832      5.0000e-06           2.5379e-01      3.2137e-05
    0.8237    28.0597      2.0000e-05           2.5377e-01      1.2876e-04
    0.8486    28.0277      2.4000e-05           2.5389e-01      1.5487e-04
    0.8736    27.9887      4.1000e-05           2.5436e-01      2.6531e-04
    0.8985    27.9450      1.4600e-04           2.5573e-01      9.4771e-04
    0.9235    27.8991      3.3500e-04           2.5633e-01      2.1817e-03
    0.9484    27.8534      3.4900e-04           2.5760e-01      2.2803e-03
    0.9734    27.8098      5.4600e-04           2.5821e-01      3.5787e-03
    0.9984    27.7698      2.2500e-04           2.5937e-01      1.4790e-03
    1.0078    27.7650      2.6500e-04           2.5964e-01      1.7425e-03
    1.0172    27.7602      5.3900e-04           2.5976e-01      3.5455e-03
    1.0266    27.7554      2.6200e-04           2.5994e-01      1.7240e-03
    1.0360    27.7505      4.4000e-04           2.5997e-01      2.8963e-03
    1.0454    27.7456      3.2100e-04           2.6009e-01      2.1137e-03
    1.0548    27.7407      7.2000e-04           2.5997e-01      4.7427e-03
    1.0643    27.7358      1.8600e-04           2.6007e-01      1.2256e-03
    1.0737    27.7309      6.1200e-04           2.5995e-01      4.0342e-03
    1.0831    27.7261      2.6100e-04           2.6002e-01      1.7210e-03
    1.0925    27.7214      4.0300e-04           2.5989e-01      2.6583e-03
    1.1019    27.7167      1.3600e-04           2.5992e-01      8.9740e-04
    1.1113    27.7121      1.1600e-04           2.5985e-01      7.6568e-04
    1.1207    27.7077      5.0000e-05           2.6009e-01      3.3014e-04
    1.1302    27.7033      1.7000e-04           2.6011e-01      1.1228e-03
    1.1396    27.6990      1.4000e-04           2.5985e-01      9.2497e-04
    1.1490    27.6950      7.8000e-05           2.5975e-01      5.1549e-04
    1.1584    27.6910      1.2200e-04           2.5983e-01      8.0652e-04
    1.1678    27.6873      3.0000e-05           2.5980e-01      1.9838e-04
    1.1772    27.6837      1.6700e-04           2.5979e-01      1.1046e-03
    1.1866    27.6804      5.4000e-05           2.5979e-01      3.5726e-04
    1.1960    27.6773      1.5900e-04           2.5975e-01      1.0522e-03
    1.2055    27.6745      2.2400e-04           2.5969e-01      1.4826e-03
    1.2149    27.6720      4.2000e-05           2.5962e-01      2.7803e-04
    1.2243    27.6697      8.0000e-06           2.5964e-01      5.2968e-05
    1.2337    27.6678      3.3000e-05           2.5943e-01      2.1852e-04
    1.2431    27.6662      1.0100e-04           2.5937e-01      6.6889e-04
    1.2525    27.6649      2.2700e-04           2.5934e-01      1.5035e-03
    1.2619    27.6640      2.0600e-04           2.5929e-01      1.3645e-03
    1.2714    27.6635      1.9000e-05           2.5953e-01      1.2585e-04
    1.2808    27.6633      5.0000e-06           2.5963e-01      3.3120e-05
    1.2878    27.6634      1.4000e-05           2.5959e-01      9.2736e-05
    1.2949    27.6637      4.0000e-05           2.5931e-01      2.6495e-04
    1.3020    27.6642      1.5200e-04           2.5929e-01      1.0068e-03
    1.3090    27.6649      2.2700e-04           2.5934e-01      1.5035e-03
    1.3161    27.6659      1.2800e-04           2.5934e-01      8.4772e-04
    1.3231    27.6670      4.0000e-05           2.5941e-01      2.6489e-04
    1.3302    27.6683      1.5000e-05           2.5944e-01      9.9325e-05
    1.3373    27.6697      8.0000e-06           2.5964e-01      5.2968e-05
    1.3443    27.6714      2.0000e-05           2.5959e-01      1.3240e-04
    1.3514    27.6732      1.3100e-04           2.5954e-01      8.6713e-04
    1.3584    27.6752      1.6100e-04           2.5963e-01      1.0656e-03
    1.3655    27.6773      1.5900e-04           2.5975e-01      1.0522e-03
    1.3726    27.6796      6.7000e-05           2.5977e-01      4.4329e-04
    1.3796    27.6820      1.3800e-04           2.5982e-01      9.1288e-04
    1.3867    27.6846      1.0600e-04           2.5973e-01      7.0107e-04
    1.3937    27.6873      3.0000e-05           2.5980e-01      1.9838e-04
    1.4008    27.6901      7.8000e-05           2.5978e-01      5.1567e-04
    1.4079    27.6930      7.5000e-05           2.5982e-01      4.9574e-04
    1.4149    27.6960      1.3400e-04           2.5974e-01      8.8552e-04
    1.4220    27.6990      1.4000e-04           2.5985e-01      9.2497e-04
    1.4290    27.7022      5.2000e-05           2.5999e-01      3.4348e-04
    1.4361    27.7055      7.1000e-05           2.6015e-01      4.6887e-04
    1.4432    27.7088      3.8000e-05           2.6011e-01      2.5089e-04
    1.4502    27.7121      1.1600e-04           2.5985e-01      7.6568e-04
    1.4573    27.7156      3.9700e-04           2.5999e-01      2.6198e-03
    1.4643    27.7191      2.0000e-04           2.5982e-01      1.3195e-03
    1.4714    27.7226      4.1500e-04           2.5975e-01      2.7372e-03
    1.4785    27.7261      2.6100e-04           2.6002e-01      1.7210e-03
    1.4855    27.7297      6.4000e-04           2.5988e-01      4.2191e-03
    1.4926    27.7334      1.4900e-04           2.6013e-01      9.8200e-04
    1.4996    27.7370      5.7500e-04           2.5994e-01      3.7886e-03
    1.5067    27.7407      7.2000e-04           2.5997e-01      4.7427e-03
    1.5138    27.7443      1.4700e-04           2.6004e-01      9.6805e-04
    1.5208    27.7480      6.2100e-04           2.6001e-01      4.0884e-03
    1.5279    27.7517      9.7600e-04           2.5992e-01      6.4239e-03
    1.5349    27.7554      2.6200e-04           2.5994e-01      1.7240e-03
    1.5420    27.7590      4.2700e-04           2.5981e-01      2.8090e-03
    1.5491    27.7626      3.3500e-04           2.5969e-01      2.2032e-03
    1.5561    27.7662      3.4100e-04           2.5955e-01      2.2421e-03
    1.5632    27.7698      2.2500e-04           2.5937e-01      1.4790e-03
    1.5841    27.8098      6.3700e-04           2.5814e-01      4.1752e-03
    1.6051    27.8541      7.9000e-05           2.5737e-01      5.1615e-04
    1.6261    27.9019      4.0400e-04           2.5580e-01      2.6305e-03
    1.6470    27.9522      2.7000e-05           2.5514e-01      1.7517e-04
    1.6680    28.0037      1.7100e-04           2.5369e-01      1.1053e-03
    1.6890    28.0549      3.3400e-04           2.5245e-01      2.1511e-03
    1.7099    28.1039      7.0000e-05           2.5146e-01      4.4926e-04
    1.7309    28.1484      9.0000e-06           2.5075e-01      5.7579e-05
    1.7519    28.1864      4.3000e-05           2.5117e-01      2.7436e-04
    1.7728    28.2163      1.0500e-04           2.5285e-01      6.6853e-04
    1.7938    28.2376      4.0000e-05           2.5589e-01      2.5429e-04
    1.8148    28.2512      3.1500e-04           2.6027e-01      2.0006e-03
    1.8357    28.2589      1.0360e-03           2.6508e-01      6.5763e-03
    1.8567    28.2635      1.9790e-03           2.7024e-01      1.2558e-02
    1.8777    28.2677      5.3700e-04           2.7512e-01      3.4066e-03
    1.8986    28.2737      4.6300e-04           2.8000e-01      2.9359e-03
    1.9196    28.2836      2.5500e-04           2.8424e-01      1.6158e-03
    1.9405    28.2985      4.9850e-03           2.8804e-01      3.1555e-02
    1.9615    28.3196      1.7960e-03           2.9099e-01      1.1352e-02
    1.9825    28.3472      1.6460e-03           2.9328e-01      1.0383e-02
    2.0034    28.3815      1.0140e-03           2.9532e-01      6.3811e-03
    2.0244    28.4224      1.0340e-03           2.9655e-01      6.4883e-03
    2.0454    28.4692      2.4200e-04           2.9711e-01      1.5135e-03
    2.0663    28.5216      2.7400e-04           2.9734e-01      1.7074e-03
    2.0873    28.5785      7.6100e-04           2.9637e-01      4.7232e-03
    2.1083    28.6390      1.0080e-03           2.9527e-01      6.2298e-03
    2.1292    28.7022      9.0000e-05           2.9320e-01      5.5379e-04
    2.1502    28.7668      1.8000e-04           2.9058e-01      1.1026e-03
    2.1712    28.8318      3.1000e-04           2.8682e-01      1.8904e-03
    2.1921    28.8959      1.3490e-03           2.8330e-01      8.1897e-03
    2.2131    28.9582      1.7880e-03           2.7912e-01      1.0808e-02
    2.2341    29.0174      9.5700e-04           2.7486e-01      5.7614e-03
    2.2550    29.0725      6.1800e-04           2.7008e-01      3.7064e-03
    2.2760    29.1225      1.1630e-03           2.6567e-01      6.9511e-03
    2.2970    29.1666      2.4700e-04           2.6184e-01      1.4718e-03
    2.3179    29.2038      1.6400e-04           2.5779e-01      9.7475e-04
    2.3389    29.2336      4.4700e-04           2.5413e-01      2.6514e-03
    2.3598    29.2552      8.1900e-04           2.5196e-01      4.8507e-03
    2.3808    29.2684      3.4100e-04           2.5115e-01      2.0178e-03
    2.4018    29.2728      2.1600e-04           2.5079e-01      1.2778e-03
    2.4153    29.2727      5.2500e-04           2.5039e-01      3.1057e-03
    2.4289    29.2721      4.7000e-04           2.5079e-01      2.7805e-03
    2.4424    29.2710      1.0390e-03           2.5039e-01      6.1471e-03
    2.4560    29.2692      6.0500e-04           2.5082e-01      3.5798e-03
    2.4695    29.2667      1.9550e-03           2.5045e-01      1.1570e-02
    2.4830    29.2631      7.2400e-04           2.5094e-01      4.2858e-03
    2.4966    29.2583      5.8300e-04           2.5061e-01      3.4522e-03
    2.5101    29.2519      8.0200e-04           2.5088e-01      4.7511e-03
    2.5237    29.2438      6.6200e-04           2.5064e-01      3.9239e-03
    2.5372    29.2336      1.0400e-03           2.5141e-01      6.1688e-03
    2.5508    29.2213      1.8100e-03           2.5144e-01      1.0745e-02
    2.5643    29.2067      1.5760e-03           2.5245e-01      9.3653e-03
    2.5778    29.1896      1.1070e-03           2.5275e-01      6.5860e-03
    2.5914    29.1700      6.3900e-04           2.5392e-01      3.8068e-03
    2.6049    29.1479      4.5000e-04           2.5448e-01      2.6849e-03
    2.6185    29.1234      6.6600e-04           2.5577e-01      3.9803e-03
