            # q-path           omega(meV)         lw_diff(meV)          lambda_diff
            2.150200            17.228900          7.57000e-04          1.29270e-02
            2.171200            16.994600          3.59000e-04          6.30090e-03
            2.192100            16.752700          9.00000e-05          1.62500e-03
            2.213100            16.504200          4.44000e-04          8.26300e-03
            2.234100            16.250400          1.78400e-03          3.42454e-02
            2.255000            15.992500          8.87000e-04          1.75800e-02
            2.276000            15.732100          1.08900e-03          2.23050e-02
            2.297000            15.471000          2.02600e-03          4.29070e-02
            2.317900            15.211800          7.35000e-04          1.61010e-02
            2.338900            14.958900          1.65400e-03          3.74690e-02
            2.359800            14.721800          1.48800e-03          3.48020e-02
            2.380800            14.525600          4.20400e-03          1.01003e-01
            2.401800            14.438600          5.54300e-03          1.34784e-01
            2.415300            14.724700          3.22000e-04          7.53000e-03
            2.428900            15.004800          6.18000e-03          1.39140e-01
            2.442400            15.278600          4.12000e-03          8.94700e-02
            2.456000            15.546000          4.13300e-03          8.66900e-02
            2.469500            15.806800          6.28200e-03          1.27450e-01
            2.483000            16.060800          6.68500e-03          1.31370e-01
            2.496600            16.308000          7.56000e-03          1.44100e-01
            2.510100            16.548300          4.65600e-03          8.61800e-02
            2.523700            16.781500          5.37100e-03          9.66730e-02
            2.537200            17.007500          4.17800e-03          7.32200e-02
            2.550800            17.226500          2.38200e-03          4.06900e-02
            2.564300            17.438300          7.00700e-03          1.16807e-01
            2.577800            17.643000          8.62000e-03          1.40379e-01
            2.591400            17.840600          5.25200e-03          8.36450e-02
            2.604900            18.031100          7.87800e-03          1.22829e-01
            2.618500            18.214700          5.46800e-03          8.35440e-02
            2.632000            18.391300          4.61300e-03          6.91340e-02
            2.645600            18.561000          7.35000e-03          1.08144e-01
            2.659100            18.724000          3.29300e-03          4.76130e-02
            2.672600            18.880200          6.42700e-03          9.13980e-02
            2.686200            19.029700          3.83700e-03          5.37130e-02
            2.699700            19.172500          5.33600e-03          7.35900e-02
            2.713300            19.308600          5.55900e-03          7.55840e-02
            2.726800            19.438000          8.17000e-04          1.09600e-02
            2.740400            19.560700          6.65100e-03          8.81180e-02
            2.753900            19.676500          9.19200e-03          1.20346e-01
            2.767500            19.785300          7.60300e-03          9.84530e-02
            2.781000            19.887100          6.45200e-03          8.27000e-02
            2.794500            19.981700          4.89900e-03          6.22000e-02
            2.808100            20.068900          4.73400e-03          5.95900e-02
            2.821600            20.148500          1.17550e-02          1.46778e-01
            2.835200            20.220400          1.02690e-02          1.27320e-01
            2.848700            20.284500          1.33450e-02          1.64410e-01
            2.862300            20.340400          1.42660e-02          1.74790e-01
            2.875800            20.388000          1.63000e-02          1.98770e-01
            2.889300            20.427200          2.88530e-02          3.50510e-01
            2.902900            20.457900          2.99600e-02          3.62870e-01
            2.916400            20.479900          2.65070e-02          3.20360e-01
            2.930000            20.493100          7.82000e-04          9.44000e-03
            2.943500            20.497500          2.10000e-05          2.53360e-04
            2.976000            20.483500          7.83900e-03          9.47000e-02
            3.008500            20.442200          7.97400e-03          9.67240e-02
            3.040900            20.375900          5.53200e-03          6.75430e-02
            3.073400            20.288100          1.61600e-03          1.99020e-02
            3.105900            20.183500          1.28900e-03          1.60392e-02
            3.138400            20.067300          3.92000e-04          4.93400e-03
            3.170800            19.945200          4.11000e-04          5.23720e-03
            3.203300            19.822100          2.38000e-04          3.07050e-03
            3.235800            19.702000          1.48000e-04          1.93270e-03
            3.268300            19.586800          1.40000e-04          1.84980e-03
            3.300700            19.475400          1.24000e-04          1.65730e-03
            3.333200            19.363600          3.31000e-04          4.47490e-03
            3.365700            19.244400          5.70000e-05          7.80200e-04
            3.398100            19.109600          2.89000e-04          4.01170e-03
            3.430600            18.950700          7.20000e-04          1.01623e-02
            3.463100            18.761200          1.58200e-03          2.27832e-02
            3.495600            18.536700          8.20000e-05          1.20970e-03
            3.528000            18.356400          5.13000e-04          7.71740e-03
            3.560500            18.809300          9.61000e-04          1.37696e-02
            3.593000            19.167100          7.94000e-04          1.09560e-02
            3.625500            19.421000          2.39200e-03          3.21475e-02
            3.657900            19.570800          2.31800e-03          3.06776e-02
            3.690400            19.624500          8.59000e-04          1.13066e-02
            3.722900            19.597700          7.64000e-04          1.00832e-02
            3.755400            19.513400         -6.74000e-04         -8.97200e-03
            3.787800            19.401100          1.09300e-03          1.47197e-02
            3.820300            19.295100          3.22000e-04          4.38380e-03
            3.852800            19.223500          6.73000e-04          9.23169e-03
            3.885200            19.194300          1.21000e-04          1.66480e-03
            3.917700            19.196000          2.33000e-04          3.20532e-03
            3.950200            19.211100          1.59000e-04          2.18380e-03
            3.982700            19.225800         -1.30000e-05         -1.78300e-04
            4.015100            19.231500          5.33000e-04          7.30520e-03
            4.047600            19.223100          3.06000e-04          4.19760e-03
            4.080100            19.198300          2.39000e-04          3.28700e-03
            4.112600            19.156400          7.05000e-04          9.73860e-03
            4.145000            19.097500          1.83000e-04          2.54350e-03
            4.177500            19.022700          4.59000e-04          6.43000e-03
            4.210000            18.933200          1.46700e-03          2.07452e-02
            4.242400            18.830600          6.50000e-04          9.29200e-03

            0.000000            28.548500          1.80000e-04          1.11950e-03
            0.025000            28.547200          1.17600e-03          7.31500e-03
            0.049900            28.543600          9.69000e-04          6.02900e-03
            0.074900            28.537400          1.30000e-03          8.09220e-03
            0.099800            28.528300          8.23000e-04          5.12640e-03
            0.124800            28.515700          5.88000e-04          3.66560e-03
            0.149800            28.499200          3.99000e-04          2.49020e-03
            0.174700            28.478100          3.17000e-04          1.98140e-03
            0.199700            28.451700          4.62000e-04          2.89300e-03
            0.224600            28.419300          4.06000e-04          2.54810e-03
            0.249600            28.380000          4.67000e-04          2.93910e-03
            0.274600            28.333100         -2.80000e-05         -1.76800e-04
            0.299500            28.277800          4.63000e-04          2.93510e-03
            0.324500            28.213200         -4.19000e-04         -2.66840e-03
            0.349400            28.138700          1.80000e-04          1.15240e-03
            0.374400            28.053600         -1.33800e-03         -8.61800e-03
            0.399300            27.957400          3.84000e-04          2.49100e-03
            0.424300            27.849800         -8.00000e-04         -5.22900e-03
            0.449300            27.730600         -1.27600e-03         -8.41100e-03
            0.474200            27.600000          1.13800e-03          7.57270e-03
            0.499200            27.458200          1.04300e-03          7.01200e-03
            0.524100            27.305800          1.39100e-03          9.45700e-03
            0.549100            27.143500         -9.32000e-04         -6.41200e-03
            0.574100            26.972500          6.69000e-04          4.66140e-03
            0.599000            26.793800         -1.29000e-04         -9.10800e-04
            0.624000            26.608800         -1.32700e-03         -9.50080e-03
            0.648900            26.418900         -5.07000e-04         -3.68220e-03
            0.673900            26.225500         -9.29000e-04         -6.84720e-03
            0.698900            26.030300         -5.20000e-04         -3.89030e-03
            0.723800            25.835000         -1.62700e-03         -1.23563e-02
            0.748800            25.641200          9.29000e-04          7.16255e-03
            0.773700            25.450800         -1.10700e-03         -8.66290e-03
            0.798700            25.265900         -6.04000e-04         -4.79620e-03
            0.823700            25.088400         -5.11000e-04         -4.11530e-03
            0.848600            24.921000         -1.13000e-04         -9.22400e-04
            0.873600            24.766000          1.90000e-04          1.57020e-03
            0.898500            24.626500         -2.70000e-05         -2.25600e-04
            0.923500            24.505400          6.67000e-04          5.63040e-03
            0.948400            24.405700          1.42000e-04          1.20840e-03
            0.973400            24.330000         -5.13000e-04         -4.39300e-03
            0.998400            24.280300          4.97000e-04          4.27340e-03
            1.007800            24.275400          3.87000e-04          3.32900e-03
            1.017200            24.271600          3.60000e-04          3.09770e-03
            1.026600            24.268700         -7.52000e-04         -6.47190e-03
            1.036000            24.266900         -2.51000e-04         -2.16060e-03
            1.045400            24.265900         -1.08300e-03         -9.32310e-03
            1.054800            24.265900         -5.59000e-04         -4.81230e-03
            1.064300            24.266600          1.93000e-04          1.66140e-03
            1.073700            24.268200         -7.70000e-05         -6.62700e-04
            1.083100            24.270400         -4.59000e-04         -3.94990e-03
            1.092500            24.273200          2.07000e-04          1.78100e-03
            1.101900            24.276600         -9.20000e-05         -7.91300e-04
            1.111300            24.280500         -5.20000e-04         -4.47120e-03
            1.120700            24.284800          3.06000e-04          2.63020e-03
            1.130200            24.289500         -5.72000e-04         -4.91460e-03
            1.139600            24.294400         -1.76000e-04         -1.51150e-03
            1.149000            24.299400         -2.77000e-04         -2.37810e-03
            1.158400            24.304600         -5.10000e-04         -4.37650e-03
            1.167800            24.309700         -1.52600e-03         -1.30897e-02
            1.177200            24.314800         -3.18000e-04         -2.72650e-03
            1.186600            24.319700         -7.77000e-04         -6.65950e-03
            1.196000            24.324400         -1.11500e-03         -9.55210e-03
            1.205500            24.328800          2.25000e-04          1.92690e-03
            1.214900            24.332900         -2.62000e-04         -2.24310e-03
            1.224300            24.336500          2.05000e-04          1.75452e-03
            1.233700            24.339700          2.10000e-04          1.79693e-03
            1.243100            24.342400          1.52000e-04          1.30030e-03
            1.252500            24.344500          1.02000e-04          8.72380e-04
            1.261900            24.346000         -1.10000e-04         -9.40800e-04
            1.271400            24.346900          8.90000e-05          7.61120e-04
            1.280800            24.347200          1.87000e-04          1.59905e-03
            1.287800            24.347100          1.10000e-04          9.40630e-04
            1.294900            24.346500          4.90000e-05          4.18990e-04
            1.302000            24.345700          7.20000e-05          6.15820e-04
            1.309000            24.344500          1.02000e-04          8.72380e-04
            1.316100            24.342900          8.60000e-05          7.35680e-04
            1.323100            24.341100          1.07000e-04          9.15440e-04
            1.330200            24.339000          1.65000e-04          1.41195e-03
            1.337300            24.336500          2.05000e-04          1.75452e-03
            1.344300            24.333800          1.99000e-04          1.70360e-03
            1.351400            24.330900          1.47000e-04          1.25874e-03
            1.358400            24.327800          1.91000e-04          1.63589e-03
            1.365500            24.324400         -1.11500e-03         -9.55210e-03
            1.372600            24.320900         -1.51000e-04         -1.29400e-03
            1.379600            24.317300         -1.05000e-03         -9.00110e-03
            1.386700            24.313500          2.74000e-04          2.34957e-03
            1.393700            24.309700         -1.52600e-03         -1.30897e-02
            1.400800            24.305900         -1.31600e-03         -1.12914e-02
            1.407900            24.302000          6.00000e-06          5.15000e-05
            1.414900            24.298200         -1.03300e-03         -8.86870e-03
            1.422000            24.294400         -1.76000e-04         -1.51150e-03
            1.429000            24.290700          2.90000e-05          2.49100e-04
            1.436100            24.287100         -1.87000e-04         -1.60700e-03
            1.443200            24.283700          3.98000e-04          3.42128e-03
            1.450200            24.280500         -5.20000e-04         -4.47120e-03
            1.457300            24.277600         -1.77000e-04         -1.52230e-03
            1.464300            24.274900          3.37000e-04          2.89893e-03
            1.471400            24.272500          2.99000e-04          2.57260e-03
            1.478500            24.270400         -4.59000e-04         -3.94990e-03
            1.485500            24.268600         -4.53000e-04         -3.89890e-03
            1.492600            24.267300          5.40000e-04          4.64817e-03
            1.499600            24.266400          9.90000e-05          8.52300e-04
            1.506700            24.265900         -5.59000e-04         -4.81230e-03
            1.513800            24.265800         -1.02900e-03         -8.85880e-03
            1.520800            24.266300         -9.87000e-04         -8.49640e-03
            1.527900            24.267300         -1.39000e-04         -1.19650e-03
            1.534900            24.268700         -7.52000e-04         -6.47190e-03
            1.542000            24.270800          5.80000e-04          4.99090e-03
            1.549100            24.273400         -2.80000e-04         -2.40870e-03
            1.556100            24.276500          4.85000e-04          4.17160e-03
            1.563200            24.280300          4.97000e-04          4.27340e-03
            1.584100            24.330300          5.52000e-04          4.72685e-03
            1.605100            24.404700         -2.62000e-04         -2.22990e-03
            1.626100            24.501100         -3.00000e-06         -2.54000e-05
            1.647000            24.616800          5.04000e-04          4.21600e-03
            1.668000            24.748900         -2.77000e-03         -2.29245e-02
            1.689000            24.894500         -1.28800e-03         -1.05348e-02
            1.709900            25.051100          3.26000e-04          2.63330e-03
            1.730900            25.216300         -7.05000e-04         -5.62030e-03
            1.751900            25.388000         -2.37500e-03         -1.86783e-02
            1.772800            25.564700          1.70000e-04          1.31860e-03
            1.793800            25.744800          5.56000e-04          4.25230e-03
            1.814800            25.927000         -1.34100e-03         -1.01119e-02
            1.835700            26.110300          7.94000e-04          5.90370e-03
            1.856700            26.293800         -1.53200e-03         -1.12329e-02
            1.877700            26.476700          6.83000e-04          4.93890e-03
            1.898600            26.658200          9.63000e-04          6.86940e-03
            1.919600            26.837700         -2.81000e-04         -1.97800e-03
            1.940500            27.014600         -5.23200e-03         -3.63410e-02
            1.961500            27.188400         -3.71000e-04         -2.54420e-03
            1.982500            27.358400          2.56000e-04          1.73370e-03
            2.003400            27.524200         -5.75000e-04         -3.84740e-03
            2.024400            27.685400         -4.51000e-04         -2.98270e-03
            2.045400            27.841200          6.82000e-04          4.46000e-03
            2.066300            27.991400          5.26000e-04          3.40300e-03
            2.087300            28.135400         -1.61100e-03         -1.03162e-02
            2.108300            28.272700         -9.40000e-05         -5.96100e-04
            2.129200            28.402900          1.11000e-04          6.97500e-04
            2.150200            28.525500         -1.70000e-04         -1.05900e-03
            2.171200            28.640100          2.89000e-04          1.78600e-03
            2.192100            28.746300          1.69000e-04          1.03670e-03
            2.213100            28.843600          3.54000e-04          2.15690e-03
            2.234100            28.931800          4.04000e-04          2.44660e-03
            2.255000            29.010400         -2.82000e-04         -1.69850e-03
            2.276000            29.079200          3.72000e-04          2.23000e-03
            2.297000            29.137800          3.38000e-04          2.01802e-03
            2.317900            29.186200          3.36000e-04          1.99950e-03
            2.338900            29.224000          4.61000e-04          2.73630e-03
            2.359800            29.251100         -1.40000e-05         -8.29000e-05
            2.380800            29.267400          5.75000e-04          3.40270e-03
            2.401800            29.272800          6.63000e-04          3.92200e-03
            2.415300            29.272300          5.89000e-04          3.48440e-03
            2.428900            29.270800          4.01000e-04          2.37250e-03
            2.442400            29.268200          5.08000e-04          3.00610e-03
            2.456000            29.264400          8.25000e-04          4.88320e-03
            2.469500            29.259400         -3.50000e-04         -2.07270e-03
            2.483000            29.253100          6.99000e-04          4.14060e-03
            2.496600            29.245400          7.04000e-04          4.17240e-03
            2.510100            29.236100          1.77000e-04          1.04970e-03
            2.523700            29.225300          5.38000e-04          3.19300e-03
            2.537200            29.212900          1.20000e-05          7.13000e-05
            2.550800            29.198800          9.08000e-04          5.39860e-03
            2.564300            29.183100          1.34500e-03          8.00510e-03
            2.577800            29.165800          7.65000e-04          4.55870e-03
            2.591400            29.146900          1.40600e-03          8.38890e-03
            2.604900            29.126600          4.18000e-04          2.49760e-03
            2.618500            29.104800          8.85000e-04          5.29590e-03
            2.632000            29.081600          1.47000e-03          8.81050e-03
            2.645600            29.057100         -9.20000e-05         -5.52000e-04
            2.659100            29.031400         -7.64000e-04         -4.59540e-03
            2.672600            29.004600         -1.04200e-03         -6.27830e-03
            2.686200            28.971000         -2.54000e-04         -1.53400e-03
            2.699700            28.936600          6.41000e-04          3.88055e-03
            2.713300            28.901700          6.28000e-04          3.81110e-03
            2.726800            28.866700          3.71000e-04          2.25690e-03
            2.740400            28.832100          3.37000e-04          2.05500e-03
            2.753900            28.798300          6.37000e-04          3.89340e-03
            2.767500            28.765600          1.07000e-03          6.55490e-03
            2.781000            28.734500          9.10000e-04          5.58680e-03
            2.794500            28.705200          9.60000e-04          5.90580e-03
            2.808100            28.678100          9.60000e-04          5.91700e-03
            2.821600            28.653300          7.34000e-04          4.53190e-03
            2.835200            28.631000          1.47300e-03          9.10880e-03
            2.848700            28.611400          1.25500e-03          7.77160e-03
            2.862300            28.594400          1.36700e-03          8.47490e-03
            2.875800            28.580200          1.17500e-03          7.29160e-03
            2.889300            28.568700          1.65600e-03          1.02853e-02
            2.902900            28.559800          1.30200e-03          8.09200e-03
            2.916400            28.553400          1.64100e-03          1.02030e-02
            2.930000            28.549700         -3.59000e-04         -2.23300e-03
            2.943500            28.548500          1.80000e-04          1.11950e-03
            2.976000            28.539600          3.90000e-04          2.42700e-03
            3.008500            28.513300          1.44600e-03          9.01620e-03
            3.040900            28.470100          6.06000e-04          3.78980e-03
            3.073400            28.411100          4.00000e-04          2.51190e-03
            3.105900            28.337200          3.08000e-04          1.94430e-03
            3.138400            28.249600          2.80000e-04          1.77853e-03
            3.170800            28.149400          8.60000e-05          5.50200e-04
            3.203300            28.037400          7.50000e-05          4.83640e-04
            3.235800            27.914600          5.20000e-05          3.38270e-04
            3.268300            27.782000          1.28000e-04          8.40640e-04
            3.300700            27.640500          1.42000e-04          9.42160e-04
            3.333200            27.491500          2.16000e-04          1.44873e-03
            3.365700            27.336600          2.72000e-04          1.84509e-03
            3.398100            27.178200          1.87000e-04          1.28330e-03
            3.430600            27.019200          5.19000e-04          3.60380e-03
            3.463100            26.863500          7.55000e-04          5.30340e-03
            3.495600            26.715500          5.62000e-04          3.99120e-03
            3.528000            26.580400          6.33000e-04          4.54130e-03
            3.560500            26.463100          5.27000e-04          3.81500e-03
            3.593000            26.367700          1.08200e-03          7.88900e-03
            3.625500            26.295900          2.92100e-03          2.14130e-02
            3.657900            26.247100          3.03600e-03          2.23395e-02
            3.690400            26.218100          2.69400e-03          1.98664e-02
            3.722900            26.205300          1.62100e-03          1.19660e-02
            3.755400            26.206200         -3.42000e-04         -2.52420e-03
            3.787800            26.220300         -6.80000e-05         -5.01400e-04
            3.820300            26.248900          1.97000e-04          1.44930e-03
            3.852800            26.294300         -7.50000e-04         -5.49880e-03
            3.885200            26.358900          1.41000e-04          1.02875e-03
            3.917700            26.444600          1.27000e-04          9.20610e-04
            3.950200            26.552000          2.13000e-04          1.53150e-03
            3.982700            26.681000          2.34000e-04          1.66620e-03
            4.015100            26.829900          5.70000e-05          4.01400e-04
            4.047600            26.996400          7.70000e-04          5.35562e-03
            4.080100            27.177400          3.95000e-04          2.71090e-03
            4.112600            27.369500          1.80000e-05          1.21800e-04
            4.145000            27.569100          4.56000e-04          3.04130e-03
            4.177500            27.772600          5.05000e-04          3.31884e-03
            4.210000            27.976900          1.02800e-03          6.65770e-03
            4.242400            28.179100          1.87000e-04          1.19380e-03

            0.000000            28.548500          1.80000e-04          1.11950e-03
            0.025000            28.547500          1.17600e-03          7.31400e-03
            0.049900            28.544400          9.69000e-04          6.02900e-03
            0.074900            28.539200          1.30000e-03          8.09080e-03
            0.099800            28.531700          8.23000e-04          5.12480e-03
            0.124800            28.521600          5.88000e-04          3.66400e-03
            0.149800            28.508900          3.99000e-04          2.48850e-03
            0.174700            28.493300          3.94000e-04          2.46010e-03
            0.199700            28.474900          5.53000e-04          3.45720e-03
            0.224600            28.453500          1.76000e-04          1.10190e-03
            0.249600            28.429400          3.67000e-04          2.30170e-03
            0.274600            28.402700          2.59000e-04          1.62750e-03
            0.299500            28.373900          2.68000e-04          1.68750e-03
            0.324500            28.343500          1.70000e-05          1.07200e-04
            0.349400            28.312000          3.30000e-05          2.08700e-04
            0.374400            28.280300          4.79000e-04          3.03590e-03
            0.399300            28.249000          7.65000e-04          4.85980e-03
            0.424300            28.218800          4.46000e-04          2.83910e-03
            0.449300            28.190600          4.63000e-04          2.95330e-03
            0.474200            28.165100          1.63000e-04          1.04180e-03
            0.499200            28.142800          7.33000e-04          4.69140e-03
            0.524100            28.124300          5.47000e-04          3.50560e-03
            0.549100            28.110000         -2.78000e-04         -1.78340e-03
            0.574100            28.100000          7.36000e-04          4.72500e-03
            0.599000            28.094400          3.86000e-04          2.47900e-03
            0.624000            28.092600          2.32000e-04          1.49019e-03
            0.648900            28.094200          1.51000e-04          9.69760e-04
            0.673900            28.097900          1.33000e-04          8.53980e-04
            0.698900            28.102200          6.40000e-05          4.10800e-04
            0.723800            28.105200          5.80000e-05          3.72210e-04
            0.748800            28.104500          7.30000e-05          4.68490e-04
            0.773700            28.097900         -4.40000e-05         -2.82510e-04
            0.798700            28.083200          1.25000e-04          8.03433e-04
            0.823700            28.059700          8.70000e-05          5.60130e-04
            0.848600            28.027700          1.11000e-04          7.16270e-04
            0.873600            27.988700          9.80000e-05          6.34150e-04
            0.898500            27.945000          1.19000e-04          7.72490e-04
            0.923500            27.899100          1.63000e-04          1.06150e-03
            0.948400            27.853400          4.02000e-04          2.62670e-03
            0.973400            27.809800          3.15000e-04          2.06470e-03
            0.998400            27.769800          8.50000e-04          5.58730e-03
            1.007800            27.765000          7.71000e-04          5.06980e-03
            1.017200            27.760200          3.91000e-04          2.57190e-03
            1.026600            27.755400          8.39000e-04          5.52070e-03
            1.036000            27.750500          7.36000e-04          4.84470e-03
            1.045400            27.745600          6.34000e-04          4.17480e-03
            1.054800            27.740700          5.19000e-04          3.41870e-03
            1.064300            27.735800          3.99000e-04          2.62920e-03
            1.073700            27.730900          1.65000e-04          1.08760e-03
            1.083100            27.726100          5.18000e-04          3.41580e-03
            1.092500            27.721400          2.84000e-04          1.87340e-03
            1.101900            27.716700          2.37000e-04          1.56390e-03
            1.111300            27.712100          3.34000e-04          2.20462e-03
            1.120700            27.707700          4.59000e-04          3.03066e-03
            1.130200            27.703300          2.04000e-04          1.34740e-03
            1.139600            27.699000          1.89000e-04          1.24873e-03
            1.149000            27.695000          2.87000e-04          1.89671e-03
            1.158400            27.691000          1.93000e-04          1.27588e-03
            1.167800            27.687300          1.89000e-04          1.24972e-03
            1.177200            27.683700          1.58000e-04          1.04500e-03
            1.186600            27.680400          3.61000e-04          2.38834e-03
            1.196000            27.677300          2.62000e-04          1.73370e-03
            1.205500            27.674500          1.36000e-04          9.00100e-04
            1.214900            27.672000          2.48000e-04          1.64177e-03
            1.224300            27.669700          2.07000e-04          1.37053e-03
            1.233700            27.667800          3.50000e-05          2.31770e-04
            1.243100            27.666200          1.59000e-04          1.05301e-03
            1.252500            27.664900         -1.60000e-05         -1.06000e-04
            1.261900            27.664000         -4.40000e-05         -2.91500e-04
            1.271400            27.663500          1.88000e-04          1.24535e-03
            1.280800            27.663300          1.43000e-04          9.47240e-04
            1.287800            27.663400          2.07000e-04          1.37116e-03
            1.294900            27.663700          2.10000e-04          1.39105e-03
            1.302000            27.664200          1.38000e-04          9.14000e-04
            1.309000            27.664900         -1.60000e-05         -1.06000e-04
            1.316100            27.665900          2.24000e-04          1.48348e-03
            1.323100            27.667000          1.46000e-04          9.66810e-04
            1.330200            27.668300          1.73000e-04          1.14558e-03
            1.337300            27.669700          2.07000e-04          1.37053e-03
            1.344300            27.671400          2.54000e-04          1.68150e-03
            1.351400            27.673200          1.31000e-04          8.67170e-04
            1.358400            27.675200          1.39000e-04          9.19900e-04
            1.365500            27.677300          2.62000e-04          1.73370e-03
            1.372600            27.679600          3.62000e-04          2.39511e-03
            1.379600            27.682000          1.91000e-04          1.26352e-03
            1.386700            27.684600          1.96000e-04          1.29633e-03
            1.393700            27.687300          1.89000e-04          1.24972e-03
            1.400800            27.690100          2.04000e-04          1.34873e-03
            1.407900            27.693000          3.10000e-04          2.04906e-03
            1.414900            27.696000          2.00000e-04          1.32168e-03
            1.422000            27.699000          1.89000e-04          1.24873e-03
            1.429000            27.702200          2.77000e-04          1.82972e-03
            1.436100            27.705500          1.93000e-04          1.27453e-03
            1.443200            27.708800          3.62000e-04          2.39001e-03
            1.450200            27.712100          3.34000e-04          2.20462e-03
            1.457300            27.715600          2.00000e-05          1.32000e-04
            1.464300            27.719100          4.26000e-04          2.81050e-03
            1.471400            27.722600          1.57000e-04          1.03560e-03
            1.478500            27.726100          5.18000e-04          3.41580e-03
            1.485500            27.729700          1.11000e-04          7.31700e-04
            1.492600            27.733400          6.68000e-04          4.40250e-03
            1.499600            27.737000          1.01000e-04          6.65500e-04
            1.506700            27.740700          5.19000e-04          3.41870e-03
            1.513800            27.744300          6.88000e-04          4.53075e-03
            1.520800            27.748000          8.87000e-04          5.83970e-03
            1.527900            27.751700          1.90000e-04          1.25060e-03
            1.534900            27.755400          8.39000e-04          5.52070e-03
            1.542000            27.759000          6.58000e-04          4.32860e-03
            1.549100            27.762600          7.83000e-04          5.14960e-03
            1.556100            27.766200          9.19000e-04          6.04240e-03
            1.563200            27.769800          8.50000e-04          5.58730e-03
            1.584100            27.809800          1.29000e-04          8.45500e-04
            1.605100            27.854100          7.28000e-04          4.75645e-03
            1.626100            27.901900          1.10000e-05          7.17000e-05
            1.647000            27.952200          3.08000e-04          1.99823e-03
            1.668000            28.003700          4.57000e-04          2.95410e-03
            1.689000            28.054900          2.10000e-04          1.35250e-03
            1.709900            28.103900          1.24000e-04          7.95840e-04
            1.730900            28.148400          3.21000e-04          2.05362e-03
            1.751900            28.186400          1.23000e-04          7.84840e-04
            1.772800            28.216300          2.33000e-04          1.48347e-03
            1.793800            28.237600          4.00000e-04          2.54291e-03
            1.814800            28.251200          4.88000e-04          3.09940e-03
            1.835700            28.258900          1.49000e-04          9.45800e-04
            1.856700            28.263500         -8.31000e-04         -5.27320e-03
            1.877700            28.267700          1.02800e-03          6.52140e-03
            1.898600            28.273700          9.25000e-04          5.86560e-03
            1.919600            28.283600          4.51000e-04          2.85790e-03
            1.940500            28.298500         -3.35300e-03         -2.12240e-02
            1.961500            28.319600         -6.50000e-04         -4.10860e-03
            1.982500            28.347200         -1.51000e-04         -9.52100e-04
            2.003400            28.381500          4.15000e-04          2.61160e-03
            2.024400            28.422400         -3.87000e-04         -2.42840e-03
            2.045400            28.469200          4.26000e-04          2.66440e-03
            2.066300            28.521600          7.83000e-04          4.87910e-03
            2.087300            28.578500         -2.94000e-04         -1.82470e-03
            2.108300            28.639000         -3.27000e-04         -2.02100e-03
            2.129200            28.702200          1.68700e-03          1.03802e-02
            2.150200            28.766800          1.28800e-03          7.88970e-03
            2.171200            28.831800          8.35000e-04          5.09180e-03
            2.192100            28.895900          1.26400e-03          7.67330e-03
            2.213100            28.958200         -4.90000e-05         -2.96000e-04
            2.234100            29.017400          1.80100e-03          1.08426e-02
            2.255000            29.072500          1.18100e-03          7.08260e-03
            2.276000            29.122500          5.65000e-04          3.37690e-03
            2.297000            29.166600          8.96000e-04          5.33910e-03
            2.317900            29.203800          1.66800e-03          9.91425e-03
            2.338900            29.233600          4.61000e-04          2.73440e-03
            2.359800            29.255200         -1.40000e-05         -8.29000e-05
            2.380800            29.268400          5.75000e-04          3.40260e-03
            2.401800            29.272800          6.63000e-04          3.92200e-03
            2.415300            29.272700          5.89000e-04          3.48440e-03
            2.428900            29.272100          4.01000e-04          2.37230e-03
            2.442400            29.271000          5.08000e-04          3.00550e-03
            2.456000            29.269200          8.25000e-04          4.88160e-03
            2.469500            29.266700         -3.50000e-04         -2.07140e-03
            2.483000            29.263100          6.99000e-04          4.13770e-03
            2.496600            29.258300          7.04000e-04          4.16880e-03
            2.510100            29.251900          1.39000e-04          8.23500e-04
            2.523700            29.243800          4.40000e-04          2.60810e-03
            2.537200            29.233600         -4.80000e-05         -2.84700e-04
            2.550800            29.221300         -5.13000e-04         -3.04530e-03
            2.564300            29.206700          7.20000e-05          4.27800e-04
            2.577800            29.189600          4.46000e-04          2.65340e-03
            2.591400            29.170000          1.10000e-03          6.55320e-03
            2.604900            29.147900          7.00000e-04          4.17650e-03
            2.618500            29.123400          6.56000e-04          3.92060e-03
            2.632000            29.096600          8.88000e-04          5.31690e-03
            2.645600            29.067700         -9.20000e-05         -5.52000e-04
            2.659100            29.036900         -7.64000e-04         -4.59280e-03
            2.672600            29.004600         -1.04200e-03         -6.27830e-03
            2.686200            28.976700         -2.54000e-04         -1.53350e-03
            2.699700            28.947900          6.41000e-04          3.87748e-03
            2.713300            28.918400          5.98000e-04          3.62480e-03
            2.726800            28.888200          2.69000e-04          1.63400e-03
            2.740400            28.857700          3.06000e-04          1.86265e-03
            2.753900            28.827000          5.06000e-04          3.08660e-03
            2.767500            28.796300          7.18000e-04          4.38910e-03
            2.781000            28.766100          6.62000e-04          4.05530e-03
            2.794500            28.736500          7.83000e-04          4.80650e-03
            2.808100            28.708000          7.52000e-04          4.62540e-03
            2.821600            28.680800          5.27000e-04          3.24760e-03
            2.835200            28.655300          9.73000e-04          6.00670e-03
            2.848700            28.631800          9.96000e-04          6.15870e-03
            2.862300            28.610700          6.62000e-04          4.09950e-03
